ID,name,class,sub_class,posneg,ND1,ND2,ND3,ND4,ND5,ND6,HFD1,HFD2,HFD3,HFD4,HFD5,HFD6,PSP1,PSP2,PSP3,PSP4,PSP5
M430T494_1,alpha-Tocopherol,Prenol lipids,Quinone and hydroquinone lipids,pos,42588721.44,42875859.14,34456146.36,25571829.85,43959369.67,27322089.34,37729446.6,34080102.32,34180406.48,26147999.04,28320462.97,26791377.74,39444509.85,40420955.95,16624275.17,29389971.41,37346998.12
M432T771,Isovitexin,,,pos,136863751,56623989.46,54866723.63,29634500.52,61485349.53,184230463.3,124266183.5,105766193,40540674.96,6856295.219,91033149.31,184669727.7,67952563.38,88871979.02,97457576.93,79536199.57,41660497.71
M468T908,Deoxyuridine-5'-triphosphate,,,pos,25417514.07,19783270.97,22731009.06,3117504.197,29110198.69,27076775.97,36158291.59,2599290.123,18519321.93,2760467.25,37513400.52,19348185.27,22754582.26,1979205.025,46782158.99,36069454.68,27699017.49
M498T620_2,Taurocholic acid,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",pos,566448487.2,516379448.5,522401920.5,704361770.1,531865927,99281711.59,2539704010,1690337775,585623241.5,653094776.1,328178062.3,1052846363,9084741.001,445331778.6,1351955214,2277699617,629375764.3
M536T875,beta-Carotene,,,pos,17688907.89,2583425.985,6591189.102,443004.0448,23180421.53,10555137.66,11857159.37,10205327.78,10909336.93,6806892.565,10484680.95,14123235.81,12371813.21,1695728.056,2317561.061,12448685.2,9704542.459
M613T122_2,Oxidized glutathione,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",pos,1106290528,1010406760,786124764.2,287569282.8,1093623761,777038378.5,1040361897,1099558829,566649969.4,609729648.8,664663759.6,960155019.1,1282367659,1087662477,537438425.1,821712144.8,595824796.5
M112T117_2,Cytosine,Diazines,Pyrimidines and pyrimidine derivatives,pos,4369346115,6056822051,3796344385,4647451799,4252052944,6935899188,4430363719,4781349816,3757687523,5447608965,4102392435,3292719173,4648292814,4804266626,4426300581,4305182200,4049125186
M114T384,Epsilon-caprolactam,Lactams,Caprolactams,pos,108921475.5,106467321.6,162394849.7,130399099.8,256904632.4,95781190.36,250182986.6,339632944.8,97086317.74,75054403.44,146479916.9,159835482.3,152002238.1,136323353.5,99662313.94,375492527.5,106487116.8
M116T581,L-Proline,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",pos,155692839.4,439248243.5,37363286.05,110347273.3,104601558.2,170566138,656409851.8,51495304.37,112962867.4,150582246.8,193032645.8,66657076.6,148911649.7,42976074.05,493167441.2,795465961.5,50327062.18
M123T143_2,Niacinamide,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,pos,9270695524,14184280519,56059269641,3685453359,10207058251,19129266477,4294761591,12732209074,8724579184,3746572989,7273913182,12224006193,10965995955,20236402461,2185152082,2996741388,3170420716
M124T988,Isonicotinic acid,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,pos,37303098.17,28093824.25,24914336.24,49782546.43,44002495.94,10425335.6,27132825.49,39912023.95,92846634.44,204623677.1,35876890.1,76504151.51,39994817.25,32363491.53,34677013.92,59318119.92,79886455.83
M127T218,"1,2,3-Trihydroxybenzene",Benzene and substituted derivatives,Phenols and derivatives,pos,443808327.8,678961227.6,1229041479,548285886.9,1353342962,718019186.4,1037811834,1238877073,515572697.6,354875539.2,868506308,127532300,571207927.1,620376475.6,606987852.9,230702608.3,843229260.4
M127T347,Maltol,Pyrans,Pyranones and derivatives,pos,192461137.7,171301761,141685558.8,65918558,165171989,309443717.6,62309057.77,242419825,185980717,56671202.61,64158181.4,313951768,215028169.4,72659105.23,201086230.2,274152721.2,53604906.94
M127T95,Imidazoleacetic acid,Azoles,Imidazoles,pos,113448343.4,64748824.2,62968421.05,80237675.49,108449221.5,162432085.5,64398729.02,744073676.6,61803326.26,59866354.11,56674809.51,130509564.9,102777608,107494765.3,448831344.3,169809980.2,221998620.1
M130T361,Pyrrolidonecarboxylic acid,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",pos,340942497,459564624.6,686741517.4,279772489.8,365904912.5,812115361.4,920142568.7,433268906.3,517251906.1,278702365.8,628599081.8,569220836.9,427462345.5,450856664.3,761031530.7,608782963.1,357054005
M132T99,Beta-Leucine,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",pos,436105569.2,252479262.4,349858038,140922140.8,433381350.5,525612865.6,464203869.9,412139431.1,286900331.3,271677084.3,282834916.4,553655333.3,448619242.4,346421721.7,487339673.4,450969043.5,246554669.2
M135T711,Chavicol,Phenols,1-hydroxy-2-unsubstituted benzenoids,pos,18229351.31,18037915.07,23429161.57,22490387.99,54447985.46,134641590.7,34256960,26818346.3,31125484.91,21562742.39,19663517.17,20833022.71,14043591.9,14956380.51,18897964.53,21973236.21,18592841.37
M136T119,Adenine,Imidazopyrimidines,Purines and purine derivatives,pos,328212948.3,362295077.3,292816680,379848920.1,367806830.7,171773309.2,171280824.3,251958734.3,401094768.5,318980069.9,102100248.9,137835183.8,313081891.6,285093274.3,54436828.77,154443130.5,361622230.4
M136T207,Dopamine,Phenols,Benzenediols,pos,3089326763,1534942163,1700208485,1073107426,1975754166,3786053132,2215921147,2586501622,1709974448,1560979377,3286580952,3213273558,2649654174,2073860844,3331639489,3455581313,2021823149
M138T406,Trigonelline,,,pos,50236651.26,58096685.58,24283616.99,15039334.88,29063372.6,56106499.13,76630098.51,44055088.08,25354713.76,19762597.61,70691221.33,70731550.44,12907151.39,26788735.66,108243058.6,68329966.61,57240820.64
M137T88,1-Methylnicotinamide,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,pos,448939837,86675435.88,372886773.3,67054682.7,59028660.89,482312789.6,74185358.48,86462723.03,259729586.5,71642743.96,84232061.1,1010721382,76428451.25,212978123,992694517.3,410001245.7,351001828.2
M138T495_2,2-Aminobenzoic acid,Benzene and substituted derivatives,Benzoic acids and derivatives,pos,344857904.8,365684965.8,375496133.7,254596363.1,351136725.2,304023690.1,296459440.3,402875669.8,384572726.2,368121003.8,365200435.3,328107098.4,385280777.8,452856783,363223475.2,360664189.8,349799717.5
M139T99,Dimethylarsinate,Organometalloid compounds,Organoarsenic compounds,pos,71376433.06,36880203.55,40354045.89,27768265.21,34745177.8,97334378.13,58870411.18,66089268,45205073.57,20980739.29,60942548.89,69914947.78,63626888.22,42902473.22,76252274.72,54504776.16,49635034.37
M143T965,5-(2-Hydroxyethyl)-4-methylthiazole,Azoles,Thiazoles,pos,203958332.4,166064291.8,182702755.4,210980745.8,226500022.1,122422420.9,132891693.7,160965716.9,167466743.9,174335545.9,149182116.7,136772934.8,167019475.2,166486991.4,83679574.39,132522355.8,171181287.9
M144T98,Aminoadipic acid,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",pos,251647900.3,237023137.6,253848714.8,209942279.8,189574410.7,220510720.8,195321721.8,171324110.5,160401862.8,177368771.1,213657753.3,213566306.1,255236517.5,274408551.5,247337038.1,229133699.4,274826313.3
M147T100_2,L-Lysine,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",pos,180425527.9,102669975.1,114951368.6,227521672.9,126900956.8,93052802.5,414986771.9,193248436.5,111896784.7,103511005.5,116418482,148327182.5,84960321.26,162148536.5,173154549.7,225416018.3,204960733.1
M149T306,3-(2-Hydroxyphenyl)propanoic acid,Phenylpropanoic acids,,pos,795457991,473965365.1,600559371.8,94914147.68,493064837.7,2970909460,5050336140,1384580548,571916642.1,97787542.19,1825067948,2095430454,624455354.9,2063211205,5983272038,3676668149,652422898.2
M150T122_2,L-Methionine,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",pos,23365562346,16310723606,13819372760,7046960753,17973661037,19224427675,15202252655,21123885450,10314442890,7571083720,7689461325,16865694543,20156723471,17437820068,12372161664,20449872296,20268795501
M159T360,Serotonin,Indoles and derivatives,Tryptamines and derivatives,pos,346898491.6,126417372.2,228017985.2,156673850.4,199391775.9,256279407,222477554.6,135202448.6,82233783.39,83425701.77,1067337510,184387869.6,506874454,506909234.9,515693410.7,96596652.31,273708386.6
M161T389,Tryptamine,Indoles and derivatives,Tryptamines and derivatives,pos,15017547.84,15091759.62,21000634.28,4288650.008,8625544.59,11957558.32,12840189.26,5236008.101,13055094.53,2104281.999,5252700.97,13473983.6,16497797.66,12745124.2,12418955.53,16521940.1,9049747.305
M162T89_2,L-Carnitine,Organonitrogen compounds,Quaternary ammonium salts,pos,12640570639,6122697800,9870883043,4527062763,9686104421,12755118922,12215554081,9923621483,6363585214,4295906799,10496733656,8742819982,14667223351,17073358122,17611923520,13249570834,7932828215
M170T792,Diphenylamine,Benzene and substituted derivatives,Anilines,pos,12575578.51,32170174.8,14841208.43,16839152.7,20660110.18,38001986.3,27086432.14,27488160.36,21400089.13,17982019.43,27351147.81,42676051.03,8693669.236,13554334.91,20240431.09,21215772.06,7940942.242
M176T88,Citrulline,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",pos,952329009.7,268278666.4,270756047.5,549783931.4,784857110.1,891043956.9,787833380.6,192297544.4,1417027197,298332496.1,272871889.7,1103785233,267379642.6,397905653.1,672576824,177640502.2,212629324.3
M179T659,Methyleugenol,Benzene and substituted derivatives,Methoxybenzenes,pos,12332289.09,12027452.28,11652390.1,12842441.94,14812099.96,10753801.2,8968581.394,16271171.09,12619957.56,11864287.74,13144294.29,11313470.55,14494346.06,15004301.36,10303286.45,13628609.19,14399307.3
M184T399,Phosphorylcholine,Organonitrogen compounds,Quaternary ammonium salts,pos,21168257,17013740.82,32336249.77,16360107.92,37231912.7,60453939.49,78012078.77,21790966.65,26873261.6,20219774.94,18232595.21,62497675.41,18043669.98,10626190.51,31311585.28,18390525.04,9821745.831
M188T359_1,Indolelactic acid,Indoles and derivatives,Indolyl carboxylic acids and derivatives,pos,9619303315,9104805459,9750814276,9569989471,9113545082,5494749237,5959127568,8283163768,8841872643,8994414405,7314234796,5604997123,6486713353,8796798697,4264002697,5596462796,7925958307
M189T85,L-Targinine,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",pos,73492862.78,54257017.99,39807885.87,30917507.39,198704259.8,297345881.3,159468324.4,37115986.9,34347615.74,32672819.26,48073023.06,241908560.1,231149493.7,212925898.1,418009665,492980167.3,144174527.7
M189T103_2,N6-Acetyl-L-lysine,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",pos,360155142.8,494245500.8,465568547.4,348155643,498862487.4,58377978.04,82751654.06,270393409.1,350969595.5,407966278.2,97240546.12,58664335.27,413370652.8,284727486.3,15008254.79,45176759.08,411853516.8
M190T115,Miglitol,Piperidines,,pos,495602662.7,470937690.2,233372932.9,238059822.8,428708355.5,358234757.4,420201393.9,498766331,157520478.5,194015023.2,275232499.4,457607078,188580435.4,199399572.6,197373666.7,634107722.1,222728136.3
M222T340,Metaxalone,Phenol ethers,,pos,89706337.44,171652126.3,202105443.1,152477496.7,187229819.2,164359815.7,83709872.25,177773002.2,260430734.7,56388884.93,213457084.5,103530412.7,340440918.7,361512459.4,299628939.9,534558706.5,52697338.7
M205T728,alpha-Humulene,Prenol lipids,Sesquiterpenoids,pos,3696996.033,1574067.289,1730838.445,862953.5454,1551667.084,3090781.811,4284156.763,7151113.54,1976085.721,1092974.807,4259943.393,6195991.055,5688333.486,4981180.009,4540834.695,8316241.986,2700144.283
M209T304,L-Kynurenine,Organooxygen compounds,Carbonyl compounds,pos,2036748298,1801189686,1208166026,1530359745,1038642141,1036365205,965074839.2,1504643203,1833754904,1362300028,1291065284,2071408814,1260342829,914333527.5,1519099372,1229954244,1709180341
M230T104_3,Ergothioneine,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",pos,8525026860,4085918287,4266916076,579473241.5,2401673233,703401759.6,170798579.7,2000162204,1357745492,1648043455,3563970411,4932489906,2134631526,2077795245,1535347496,422550116.8,1958507649
M213T626,Dodecanedioic acid,Fatty Acyls,Fatty acids and conjugates,pos,5702423.432,17101503.03,23173234.99,14475322.15,25470126.72,52154706.16,56588555.95,23969438.32,15693847.31,13824042.12,39373652.38,50248667.95,7890518.786,14422063.29,57962681.84,60203236.82,20160372.63
M235T440,Lidocaine,Benzene and substituted derivatives,Xylenes,pos,8500082.336,6797987.927,6762551.624,7412743.65,6683691.696,9691913.143,8021205.145,9664382.053,9686819.941,8070723.74,11910305.82,10239061.01,8995899.551,12006119,7986562.879,9928202.792,9729082.893
M219T608,Capsidiol,Prenol lipids,Sesquiterpenoids,pos,21475410.91,4012992.972,7813001.915,4505692.418,5899014.373,13865193.21,11099525.41,6475339.838,8667419.363,4653954.125,15558125.85,13349673.79,8337470.92,8482166.378,31908831.08,23093754.67,7246810.088
M231T416,6-Hydroxymelatonin,Indoles and derivatives,Hydroxyindoles,pos,24748396.93,1769680.304,1973955.632,1999459.012,2839764.481,11876843.98,5151575.024,11515399.44,9261599.769,804333.102,21340955.94,21961369.29,45914082.83,15617372.8,37368346.19,34636105.42,21755844.35
M234T88,Muramic acid,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,pos,844311082.3,185879655.6,219109564.1,730398747.7,416186178.8,316425439.7,489607589.6,454438881,983489375.7,930344020.5,758186669.9,585528388.6,796328428.3,412338663.9,887707589.4,1266525168,924571543.6
M259T443,Primaquine,Quinolines and derivatives,Aminoquinolines and derivatives,pos,11561595.15,1063079.864,12950732.15,4180615.297,6867455.995,11136079.49,6643779.257,1727947.09,1083988.636,856859.2903,5478411.155,9059993.6,1484111.576,1708133.393,10634069.1,19229777.29,7782464.653
M255T811,16-Hydroxy hexadecanoic acid,Fatty Acyls,Fatty acids and conjugates,pos,12251550.38,62739304.9,136803844.5,9982008.729,88154241.38,58136405.93,9770454.997,47390193.89,12095131.03,10021256.7,19704413.62,316038.2232,5043876.704,14068778.87,3238001.654,535776.1729,15583848.11
M281T973,"10E,12Z-Octadecadienoic acid",Fatty Acyls,Lineolic acids and derivatives,pos,20008788.39,13114006.79,6931569.547,6410679.345,12890413.8,40756620.24,47762435.81,31451236.01,12750646.84,16177038.01,46348122.3,44558815.39,35504238.52,28908746.28,45439236.77,44495379.15,26564903.75
M265T87,Thiamine,Diazines,Pyrimidines and pyrimidine derivatives,pos,254168316.9,170835777.7,150468233.3,380347668.5,235740535.3,2393489281,1451038069,519246506,478824125.1,377020311.5,2228458827,1601705302,168815244.7,1010584536,2043279251,1088895168,341720666.4
M296T670,Exemestane,Steroids and steroid derivatives,Androstane steroids,pos,19211506.45,1453705.878,8251165.339,2608290.847,5507654.672,7564944.301,521634.5537,5230365.956,5887842.004,5737047.293,14560207.48,171290.913,1270987.953,649335.0186,909598.3412,710838.1653,930318.3706
M279T986,13S-hydroxyoctadecadienoic acid,Fatty Acyls,Lineolic acids and derivatives,pos,7028198.014,9378660.915,5910557.929,8473575.228,14546614.89,7083975.241,6666198.096,9106579.617,6098652.467,7823860.756,9363573.462,9811813.651,4635668.562,7007577.873,3685957.925,5096843.14,5673809.097
M296T498,Alpha-dimorphecolic acid,Fatty Acyls,Lineolic acids and derivatives,pos,16185136.03,13887453.05,13271066.45,26985154.37,3812336.01,33648691.27,24734984.45,14360205.07,26225857.83,19215880.54,45264455.23,35279799.62,2029909.251,23614798.4,15323177.16,5736873.279,1033187.565
M283T943,Vaccenic acid,Fatty Acyls,Fatty acids and conjugates,pos,48242203,7575898.913,5734916.789,5888024.333,12623824.1,10541612.89,7012423.192,16466883.24,31248437.29,4582032.617,6500177.801,12208785,49090786.58,11948595.57,27600775.73,13822490.88,9891112.039
M300T747,Sphingosine,Organonitrogen compounds,Amines,pos,281175826.5,76302088.78,246424488,82851818.24,211673812.5,166579539.7,37433735.58,79099479.76,168727148.3,86035637.65,97819918.25,46209213.66,141455684.5,72249976.3,42819570.39,49967268.97,143587861.1
M284T846,Octadecanamide,Fatty Acyls,Fatty amides,pos,51471548.55,140334577.2,521547044.9,128761666.1,120191124.8,151934482.5,19036183.45,261441561.5,163268354.8,118483455.3,153663261.9,109125863.1,47242837.81,66088130.9,96855609.43,121249344.8,101958589.6
M285T296,"11b-Hydroxyandrost-4-ene-3,17-dione",Steroids and steroid derivatives,Androstane steroids,pos,13761177.18,8605614.284,25142926.03,888833.8542,33905295.08,1847106.182,3383887.257,2384533.468,3127191.767,9159386.609,61569097.46,28764301.01,21026698.28,44432354.87,36525177.37,32472170.94,23132353.18
M310T728,Dicyclomine,Carboxylic acids and derivatives,Carboxylic acid derivatives,pos,2163355.955,2584197.837,3585580.367,5489920.882,6854182.286,9430617.245,19221441.74,3730353.561,6252430.064,886769.1675,5251726.999,7796515.765,1397233.628,1327704.455,1438952.084,2107216.577,1131097.794
M299T860,3-Dehydrosphinganine,Organooxygen compounds,Carbonyl compounds,pos,4063199.392,57849117.18,19118427.53,12670634.48,19336718.11,17788144.05,12477030.9,32717875.65,7628801.625,1128980.643,5200878.165,580276.6201,1563208.012,13376453.02,1463127.672,427164.4955,2170494.868
M301T908,9-cis-Retinoic acid,Prenol lipids,Retinoids,pos,15003687.22,25694880.2,72909209.57,16193655.93,84474236.84,19234174.19,7672977.031,6155062.389,15065380.89,10845617.89,6386116.679,5655516.908,8132279.45,5675851.387,3896140.056,3453506.463,11931844.98
M319T723,12-KETE,Fatty Acyls,Fatty acids and conjugates,pos,10221560.76,19449218.76,92506670.51,7695114.972,36624236.02,50051500.61,601150.2443,56341730.19,5047376.681,5665383.163,292601.3502,320284.7382,1142814.421,1512841.382,6949184.792,220791.7568,9824077.78
M302T755,Sphinganine,Organonitrogen compounds,Amines,pos,13268690.94,7918089.105,7414527.296,3969900.259,5215797.877,23414843.76,1243736.799,9166971.605,4222485.779,6648695.287,8454861.218,11584481.6,9764544.231,5725011.941,7992700.863,285080.3742,2977501.861
M303T884,19(S)-HETE,Fatty Acyls,Eicosanoids,pos,46057015.49,64728754.69,14067697.2,55535551.33,144769038.9,34227628.94,26572098.58,36515422.86,27104842.61,31394138.37,40670998.82,34471421.38,22073541.34,14507909.39,49633938.31,41804292.49,43165553.68
M303T823,8-HETE,Fatty Acyls,Eicosanoids,pos,52251253.67,47651263.24,101584732.3,37969678.35,21737911.56,13014910.23,51190817.47,45551556.83,11279324.5,89665899.63,75193243.35,17703412.68,53406242.83,14571813.76,16185803.26,11546121.11,94554647.49
M305T942,Arachidonic acid,Fatty Acyls,Fatty acids and conjugates,pos,185893723.6,139783101.2,108786371.7,110204232.3,104306326.1,117455154,184790809.8,289830467.4,242425745.6,168461654,157168881.1,116877931.2,409147510.5,144400926.6,311527992,122610397.2,224133635.8
M332T869,17a-Hydroxypregnenolone,Steroids and steroid derivatives,Pregnane steroids,pos,23574881.82,17130695.22,13209191.81,1701281.974,3162516.313,5535181.645,640724.1767,17816668.94,4919043.761,11690096.94,7500676.108,1518958.766,4365153.001,2801436.95,923078.0695,921914.1854,3946517.088
M317T613,"15-Deoxy-d-12,14-PGJ2",Fatty Acyls,Eicosanoids,pos,9495535.022,6580342.267,5469803.234,7221210.447,4530941.354,12362579.16,13243583.5,16042832.47,9619265.04,8200308.078,5588515.967,6501640.779,10103658.45,7540880.755,4177090.294,6367514.071,6690776.989
M319T660,5-KETE,Fatty Acyls,Fatty acids and conjugates,pos,11479378.23,46357425.22,21872821.54,8131678.12,15939646.01,17769348.14,39896324.58,23831981.59,8828132.622,11732687.79,54448197.46,21150590.65,36262059.56,9850832.464,20573084.01,31392292.71,9794245.554
M321T783,"8,9-DiHETrE",Fatty Acyls,Eicosanoids,pos,8937188.227,12509203.32,85673987.85,2273713.379,76587239.12,22837541.26,21524107.36,2607102.881,8466703.682,667811.2173,40433448.73,19315888.18,12512123.86,67277119.47,18143679.37,18160120.73,23513885.02
M325T632,Quinine,Cinchona alkaloids,,pos,2824748.054,220000.6678,1399862.611,127026.4629,181585.4564,5947033.681,5267736.176,3177670.931,182473.9003,242213.4114,5645261.385,8195158.734,999873.3338,4967939.361,10830036.54,427470.7522,158791.3049
M329T943,Docosahexaenoic acid,Fatty Acyls,Fatty acids and conjugates,pos,25060005.85,17361486.39,24848812.59,3353149.686,5380362.328,16777183.53,537012.0017,13441414.23,4792984.532,11850617.49,67782969.98,6760228.293,35911437.41,14677361.9,14083310.4,143663.0528,26485665.82
M331T940,Ethyl icosapentate,Fatty Acyls,Fatty acid esters,pos,73531380.92,20992164.26,7642453.8,5997194.9,12485160.54,36362163.86,18975246.31,42886569.74,32158914.18,24439943.18,106599705.3,15333820.76,7923190.215,5412845.698,54847249.83,20421911.92,14752825.65
M348T870,Anandamide,Organonitrogen compounds,Amines,pos,250588957.5,116135114.1,127286081.1,155405846.9,168870193.5,234387131.2,231460662,289663489.8,197650461.1,182796568.3,478301550.7,406448173,269615084.2,267701964.6,392459004.1,414883257.9,287680350.2
M350T893,Alpha-Linolenoyl ethanolamide,Organonitrogen compounds,Amines,pos,18134162.43,9322927.478,23594107.58,4955521.65,6061298.773,12786498.9,36568298.24,2211882.24,2336919.587,6780396.684,53950665.84,15400119.28,37111722.94,19130778.75,72274735.8,11205147.4,4213048.952
M333T644,21-Hydroxypregnenolone,Steroids and steroid derivatives,Hydroxysteroids,pos,8562956.515,4100765.205,8778451.945,4628975.509,4610776.346,4246781.172,8393808.024,7905396.559,7026460.909,4062131.234,4728784.816,4532519.585,7359450.875,9118022.61,2666306.607,3874623.86,2237672.159
M335T613,Prostaglandin D2,Fatty Acyls,Eicosanoids,pos,8538720.7,16658432.03,22498768.44,2828425.076,27383453.43,9849033.793,15626523.27,5881493.437,17969355.87,19878314.05,23246341.76,5814318.449,21062448.88,8349762.106,22260358.25,18850669.98,30280970.96
M335T646,Prostaglandin H2,Fatty Acyls,Eicosanoids,pos,5200587.5,7762532.295,9655335.509,3551038.618,3644702.502,24945429.47,11199923.32,2071912.333,903853.5049,5628030.006,12836856.06,11872017.05,15927806.79,1454007.124,17289524.43,18857303.84,14380182.98
M348T257,AMP,Purine nucleotides,Purine ribonucleotides,pos,3070992208,1719577194,2614147709,875667279.3,2468820836,782115301.3,1538304609,2582473001,1543529381,1334735095,1208994497,1232716918,1517054763,960293077.6,94296080,1000203711,2941778506
M354T900,Prostaglandin E1,Fatty Acyls,Eicosanoids,pos,3815004.3,7020792.176,7827936.674,3088592.978,8786200.781,2537014.716,6942619.566,734614.8502,6043765.244,8022139.808,4989839.637,623056.3027,5716016.02,3313324.996,4440328.959,2903767.619,6630567.879
M397T910,beta-Sitosterol,Steroids and steroid derivatives,Stigmastanes and derivatives,pos,15122554.48,286512.8824,766629.2094,312012.4403,3492724.482,7346568.404,14528567.19,2147039.335,1929371.787,457482.8992,23010710.44,11784651.44,8842620.177,4157244.655,63416655.73,19208343.97,762648.7773
M410T923,Gamma-Tocotrienol,Prenol lipids,Quinone and hydroquinone lipids,pos,1734789.651,1384272.545,1221806.705,570802.5473,1231397.893,5321109.409,3618748.426,3221663.668,1465116.786,664074.5417,2263754.337,4436543.473,1968607.951,2651378.396,2803045.457,3415955.581,1123552.044
M460T310,5-Methyltetrahydrofolic acid,Pteridines and derivatives,Pterins and derivatives,pos,85593101.89,34888724.79,80013391.69,2189840.155,116029466.5,188701.333,5767873.571,78518.12573,188397.5952,1312526.934,99504487.26,76689657.5,126656609.1,43754190.74,196191528.2,277241542.8,146400701.3
M496T819,1-palmitoylglycerophosphocholine,Glycerophospholipids,Glycerophosphocholines,pos,26024973.21,62879713.54,50330664.41,52861110.94,54959250.25,9358438.95,20527130.85,26211239.26,58768674.87,59483643.2,7448744.091,7301249.255,31999343.36,37653423.13,6721501.321,9487267.784,39145775.34
M786T358_2,FAD,Flavin nucleotides,,pos,48519077.56,50582478.04,103974866.2,5969880.441,512540.7456,190098772.3,89275800.17,55022047.06,92159738.18,7390907.252,144576314.5,118565824.8,63676501.48,51920214.97,158460748.1,102792630.1,20743302.45
M163T676,Aspirin,Benzene and substituted derivatives,Benzoic acids and derivatives,pos,20545011.36,18052661.61,22498921.02,41372304.24,9352879.155,20695674.71,22567960.97,44065033.6,10997752.18,15042118.53,74713183.78,42724099.71,9422319.891,13998048.95,139236433,83134341.1,19417275.83
M182T443_2,Ecgonine methyl ester,Tropane alkaloids,,pos,161600700.4,83580316.29,87361252.55,58128985.77,93337911.09,199015519.4,129183479.4,136203795.3,71729496.89,72835513.36,171310458.1,137033601.8,135477743.4,68032884.79,155784779.5,166849204.5,98225909.96
M344T386,Medroxyprogesterone,Steroids and steroid derivatives,Pregnane steroids,pos,101905981.1,28177154.73,46200915.27,27771206.06,77638938.57,84814041.42,53083684.98,23515821.76,50670093.68,33309727.3,79045974.73,58741796.33,71805076.21,42667709.84,70029647.55,39717288.19,32912127.79
M104T731,Choline,Organonitrogen compounds,Quaternary ammonium salts,pos,52398917.8,27947308.33,30443821.13,11605714.25,17402248.1,46837836.12,41905200.12,67250709.51,17722243.7,15573173.87,16280636.66,24700598.68,20355309.74,8172884.66,12075768.23,10341760.95,21284658.69
M281T940,Linoleic acid,Fatty Acyls,Lineolic acids and derivatives,pos,276025690.2,70816482.28,145478340.5,124246670,93378651.32,213791724.4,176197357.3,182863576.2,150108145.7,76229584.54,197288144.3,176586770.7,163446037.3,155357798.1,314396850.6,289936988.9,139265064.9
M118T139,L-Valine,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",pos,389553280.9,773608635,610098090.1,300279866.1,131614962.6,1167146401,135914465.8,137966793.5,354651060.5,132394882.6,927691053.5,139252643.2,133819343.2,140446851.1,286144005,570360534.8,360568780.9
M188T339,Antipyrine,Azoles,Pyrazoles,pos,23274803.57,6263831.588,7059765.952,6563704.491,7763841.587,15668442.62,14721179.08,12455678.27,9547175.205,7259986.942,22040941.66,16768318.43,16244097.15,7736422.173,23616440.69,21784422.24,11950250.27
M112T75_2,Histamine,Organonitrogen compounds,Amines,pos,173361083.7,129355413.5,114874119.2,67346051.91,66559558.85,1137011522,701738394.7,235438173.4,91576444.7,54527983.99,1267591836,846181011.5,176018958.1,304845098.5,2432164733,568547007.3,62150198.37
M127T261,Thymine,Diazines,Pyrimidines and pyrimidine derivatives,pos,18287770.51,18115661.74,52274680.76,23784679.93,15320745.5,6457677.353,7351120.804,8863283.214,23550566.64,7384333.011,52260056.22,46128122.48,39499896.05,51313937.23,9962233.508,9124106.91,8559587.893
M144T88,N-methyl-L-glutamic Acid,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",pos,469159736.2,477046293.7,288800940,360120398.5,398038773.5,1831995449,203928655.3,297075952,43305530.7,145736215.2,1093879516,153094013.4,52067656.96,358854234.9,200640984.3,166373967.8,424727711.4
M146T359,1H-Indole-3-carboxaldehyde,Indoles and derivatives,Indoles,pos,229646087.7,121009347.1,19990292.97,40695368.51,163809147.7,268087509.4,303762056.5,362155564.6,210694856.6,318654942.4,711839492.8,774197959.6,341853895.9,315295918.6,1066961320,671235372.1,273612019.3
M146T97,Acetylcholine ,Organonitrogen compounds,Quaternary ammonium salts,pos,1067948673,318947648.4,1341822624,65285061.59,136537382.6,272251739.8,97865737.25,431877834.9,573866360.9,707460274.2,1132505227,323874063.5,2147069757,1487604889,1280579142,1340239309,1422050087
M147T86_2,L-Glutamine,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",pos,17002453996,2399307031,11055941140,8436963678,19060796398,63512209261,7631240722,19846091959,3527811819,9654785978,25536100468,12100306272,14068050538,17162292092,70795226889,32942743315,9381802027
M154T116,N-Acetylhistamine ,Carboxylic acids and derivatives,Carboxylic acid derivatives,pos,27546718,15040406.35,26290639.81,22379333.31,18205927.38,37556464.86,43381157.25,617978.2133,26856181.97,13950201.46,14275769.1,34778575.93,22807329.15,9933360.785,34384051.68,27890954.07,17778577.75
